,Name,Platform,Year_of_Release,Genre,Critic_Score,User_Score,Rating
552,Need for Speed: ProStreet,PS3,2007,Racing,73.0,6.0,12
553,Donkey Kong Country,GBA,2003,Platform,78.0,8.9,6
555,Carnival Games,DS,2008,Misc,48.0,3.3,6
556,NBA Live 2004,PS2,2003,Sports,86.0,7.7,6
557,Call of Duty 2,X360,2005,Shooter,89.0,8.1,16
558,Rayman Raving Rabbids: TV Party,Wii,2008,Misc,73.0,7.7,12
559,Pokémon Mystery Dungeon: Blue Rescue Team,DS,2005,Role-Playing,62.0,8.1,6
566,Dead Space,PS3,2008,Action,88.0,8.8,18
567,Mortal Kombat vs. DC Universe,PS3,2008,Fighting,76.0,7.1,16
568,TouchMaster,DS,2007,Puzzle,71.0,5.7,12
569,Tenchu: Stealth Assassins,PS,1997,Action,87.0,8.8,18
570,Harry Potter and the Chamber of Secrets,GBA,2002,Action,76.0,7.9,6
571,Kingdom Hearts 358/2 Days,DS,2009,Role-Playing,75.0,7.8,12
572,Skate 3,PS3,2010,Sports,80.0,7.6,16
574,Spyro: Enter the Dragonfly,PS2,2002,Platform,56.0,4.1,6
575,Devil May Cry 2,PS2,2003,Action,68.0,6.6,18
576,Hot Shots Golf: Open Tee,PSP,2004,Sports,81.0,8.7,12
578,Tom Clancy's Rainbow Six: Vegas,X360,2006,Shooter,88.0,8.3,18
579,Crash Nitro Kart,PS2,2003,Racing,69.0,7.7,6
581,Grand Theft Auto: San Andreas,XB,2005,Action,93.0,8.6,18
582,NBA Street Vol. 2,PS2,2003,Sports,90.0,8.8,6
583,Def Jam Vendetta,PS2,2003,Fighting,80.0,8.9,16
584,Kirby Squeak Squad,DS,2006,Platform,71.0,8.1,6
585,Burnout Paradise,PS3,2008,Racing,87.0,7.7,12
586,The Sims 3,PS3,2010,Simulation,78.0,6.4,16
587,FIFA Soccer 09,X360,2008,Sports,87.0,8.0,6
588,Dragon Ball Z: Budokai 3,PS2,2004,Fighting,77.0,8.9,16
589,Call of Duty: World at War,Wii,2008,Shooter,83.0,7.6,18
590,Tom Clancy's Ghost Recon,PS2,2002,Shooter,63.0,8.3,18
592,X-Men Legends,PS2,2004,Role-Playing,79.0,8.5,16
593,Mortal Kombat vs. DC Universe,X360,2008,Fighting,72.0,7.5,16
595,Red Faction,PS2,2001,Shooter,88.0,8.0,18
596,The Sims: Makin' Magic,PC,2003,Simulation,80.0,8.6,16
598,MX Unleashed,PS2,2004,Racing,80.0,9.2,6
599,PaRappa The Rapper,PS,1996,Misc,92.0,7.4,6
600,Guitar Hero: World Tour,PS3,2008,Misc,84.0,7.5,16
601,Need for Speed: Shift,X360,2009,Racing,83.0,6.5,6
604,Star Wars Rogue Leader: Rogue Squadron II,GC,2001,Simulation,90.0,8.6,16
605,Mario Super Sluggers,Wii,2008,Sports,69.0,7.8,6
606,Monopoly,Wii,2008,Misc,70.0,7.8,6
607,Madden NFL 09,PS3,2008,Sports,85.0,4.4,6
609,Game Party 2,Wii,2008,Misc,29.0,4.6,6
610,Mortal Kombat: Deception,PS2,2004,Fighting,81.0,8.5,18
612,Toy Story Mania!,Wii,2009,Misc,49.0,6.6,6
613,Star Fox Adventures,GC,2002,Adventure,82.0,7.7,16
615,Dynasty Warriors 3,PS2,2001,Action,78.0,9.1,16
616,Madden NFL 06,XB,2005,Sports,86.0,6.7,6
617,Shrek 2,PS2,2004,Platform,71.0,8.5,6
618,The Legend of Dragoon,PS,1999,Role-Playing,74.0,8.4,16
619,Star Wars: The Force Unleashed,Wii,2008,Action,71.0,7.9,16
620,NBA Live 2002,PS2,2001,Sports,70.0,7.4,6
622,Chrono Cross,PS,1999,Role-Playing,94.0,8.1,16
623,Jak 3,PS2,2004,Platform,84.0,8.6,16
624,Kingdom Hearts: Chain of Memories,GBA,2004,Role-Playing,76.0,7.9,6
627,Phineas and Ferb,DS,2009,Action,80.0,4.5,6
628,NCAA Football 06,PS2,2005,Sports,87.0,8.5,6
629,Rayman Raving Rabbids 2,Wii,2007,Misc,67.0,8.3,12
631,Sonic Classic Collection,DS,2010,Platform,70.0,7.5,6
634,Namco Museum,PS2,2001,Misc,72.0,6.0,6
635,The Sims: Hot Date,PC,2001,Simulation,85.0,7.9,16
636,Demon's Souls,PS3,2009,Role-Playing,89.0,8.9,18
637,The Orange Box,X360,2007,Shooter,96.0,8.9,18
638,DDRMAX2: Dance Dance Revolution,PS2,2003,Simulation,82.0,8.2,6
639,Virtua Fighter 4,PS2,2002,Fighting,94.0,8.0,16
641,Sly 2: Band of Thieves,PS2,2004,Platform,88.0,9.0,6
642,Sonic Advance 2,GBA,2002,Platform,83.0,8.3,6
643,Madden NFL 07,X360,2006,Sports,80.0,6.0,6
644,NBA 2K11,PS3,2010,Action,89.0,7.6,6
647,Metroid Prime 3: Corruption,Wii,2007,Shooter,90.0,8.9,16
648,Midnight Club II,PS2,2003,Racing,85.0,8.5,16
649,The Getaway: Black Monday,PS2,2004,Action,57.0,7.6,18
650,50 Cent: Bulletproof,PS2,2005,Action,47.0,6.6,18
651,Dead or Alive 3,XB,2001,Fighting,87.0,8.6,16
652,Dragon Quest Monsters: Joker,DS,2006,Role-Playing,75.0,7.4,12
654,UFC 2009 Undisputed,PS3,2009,Fighting,84.0,8.1,16
655,The SpongeBob SquarePants Movie,PS2,2004,Platform,75.0,9.0,6
656,Golden Sun,GBA,2001,Role-Playing,91.0,9.3,6
657,Def Jam: Fight for NY,PS2,2004,Fighting,83.0,8.9,18
658,Tom Clancy's Ghost Recon,XB,2002,Shooter,84.0,6.1,18
659,State of Emergency,PS2,2002,Action,71.0,5.7,18
660,The Urbz: Sims in the City,PS2,2004,Simulation,70.0,8.2,16
661,Star Wars: Starfighter,PS2,2001,Simulation,84.0,8.0,16
662,Star Wars: Battlefront,XB,2004,Shooter,80.0,9.1,16
664,Just Cause 2,PS3,2010,Action,83.0,8.0,18
665,FIFA Soccer 08,PS3,2007,Sports,81.0,7.1,6
666,Crackdown,X360,2007,Shooter,83.0,8.0,18
668,Dance Dance Revolution X,PS2,2008,Simulation,55.0,6.2,12
669,Xenosaga Episode I: Der Wille zur Macht,PS2,2002,Role-Playing,83.0,8.7,16
673,SSX Tricky,PS2,2001,Sports,92.0,8.9,6
675,Dragon Quest VI: Realms of Revelation,DS,2010,Role-Playing,78.0,8.1,16
676,Crash Bandicoot: The Huge Adventure,GBA,2002,Platform,78.0,7.9,6
680,Madden NFL 2005,XB,2004,Sports,91.0,7.6,6
681,Star Ocean: Till The End of Time,PS2,2003,Role-Playing,80.0,7.7,16
684,The Beatles: Rock Band,Wii,2009,Misc,89.0,8.9,16
685,Ace Combat 5: The Unsung War,PS2,2004,Simulation,84.0,9.1,16
686,Need for Speed Underground,XB,2003,Racing,83.0,8.7,6
687,Tetris Worlds,GBA,2001,Puzzle,65.0,,6
688,Deal or No Deal,DS,2007,Misc,20.0,1.9,6
690,NCAA Football 07,PS2,2006,Sports,87.0,8.6,6
691,The Sims 3: Late Night Expansion Pack,PC,2010,Simulation,74.0,5.3,16
693,SOCOM 3: U.S. Navy SEALs,PS2,2005,Shooter,82.0,8.8,18
695,Harry Potter and the Sorcerer's Stone,GBA,2001,Action,64.0,7.1,6
696,Dragon Ball Z: The Legacy of Goku,GBA,2002,Role-Playing,53.0,6.9,6
697,Resident Evil 4,GC,2005,Action,96.0,9.4,18
698,Personal Trainer: Math,DS,2007,Puzzle,63.0,,6
699,Game Party 3,Wii,2009,Puzzle,37.0,,6
700,Need For Speed: Undercover,X360,2008,Racing,64.0,5.9,16
701,Sonic Colors,Wii,2010,Platform,78.0,8.5,6
702,Saints Row 2,PS3,2008,Action,82.0,7.9,18
703,Sid Meier's Civilization V,PC,2010,Strategy,90.0,7.9,12
704,The Sims: Superstar,PC,2003,Simulation,79.0,8.2,16
705,Metroid Fusion,GBA,2002,Action,92.0,9.1,6
706,We Ski,Wii,2008,Sports,67.0,8.5,6
707,Star Wars Battlefront: Renegade Squadron,PSP,2007,Shooter,73.0,7.9,16
708,SSX 3,PS2,2003,Sports,93.0,9.1,6
709,Madden NFL 2001,PS,2000,Sports,90.0,6.8,6
710,Star Wars: Battlefront II,XB,2005,Shooter,83.0,8.9,16
711,Tony Hawk's Pro Skater 3,PS,2001,Sports,87.0,8.3,6
712,Dragon Age: Origins,PS3,2009,Role-Playing,87.0,7.9,18
713,Spy Hunter,PS2,2001,Racing,84.0,7.8,16
714,NCAA Football 2004,PS2,2003,Sports,94.0,8.8,6
715,Fight Night Round 3,PS3,2006,Fighting,83.0,7.9,16
717,SpongeBob SquarePants: Battle for Bikini Bottom,PS2,2003,Platform,71.0,9.0,6
719,Big Beach Sports,Wii,2008,Sports,44.0,8.0,6
720,SSX,PS2,2000,Sports,93.0,8.3,6
721,Shaun White Snowboarding: Road Trip,Wii,2008,Sports,78.0,8.7,12
722,NBA Ballers,PS2,2004,Sports,83.0,9.2,6
724,NBA Live 2003,PS2,2002,Sports,83.0,8.3,6
726,Dragon Ball Z: Budokai Tenkaichi,PS2,2005,Fighting,72.0,8.4,16
729,Mario Party 6,GC,2004,Misc,71.0,7.9,6
730,Star Wars The Clone Wars: Lightsaber Duels,Wii,2008,Action,56.0,6.7,16
731,Need for Speed Carbon,X360,2006,Racing,77.0,6.3,12
732,Heavenly Sword,PS3,2007,Action,79.0,8.3,16
733,MySims,Wii,2007,Simulation,68.0,7.2,6
734,Army of Two,X360,2008,Shooter,72.0,7.6,18
735,Tiger Woods PGA Tour 2003,PS2,2002,Sports,88.0,8.9,6
736,Prince of Persia: Warrior Within,PS2,2004,Action,83.0,8.5,18
738,ESPN NFL 2K5,XB,2004,Sports,92.0,9.1,6
740,Pikmin,GC,2001,Strategy,89.0,8.7,6
741,Tiger Woods PGA Tour 2004,PS2,2003,Sports,89.0,8.8,6
742,Ape Escape,PS,1999,Platform,90.0,8.8,6
743,NCAA Football 2005,PS2,2004,Sports,88.0,8.8,6
745,Viva Pinata,X360,2006,Simulation,84.0,8.0,6
746,Kinectimals,X360,2010,Simulation,74.0,3.1,6
747,Kirby Air Ride,GC,2003,Racing,61.0,7.9,6
749,Dragon Quest IV: Chapters of the Chosen,DS,2007,Role-Playing,80.0,7.9,12
750,NFL Street 2,PS2,2004,Sports,77.0,8.7,6
751,Super Mario Strikers,GC,2005,Sports,76.0,8.7,6
753,Mario Hoops 3 on 3,DS,2006,Sports,69.0,8.0,6
754,SpongeBob's Atlantis SquarePantis,DS,2007,Action,64.0,,6
755,Just Cause 2,X360,2010,Action,81.0,8.0,18
756,Silent Hill,PS,1999,Action,86.0,9.2,18
757,Sonic Heroes,GC,2003,Platform,72.0,7.8,6
758,ESPN NBA 2K5,PS2,2004,Sports,83.0,7.5,6
759,Diablo,PC,1996,Role-Playing,94.0,8.7,18
760,Far Cry 2,X360,2008,Action,85.0,6.7,18
761,The Legend of Zelda: Twilight Princess,GC,2006,Action,96.0,9.2,16
762,Pro Evolution Soccer 2008,PS3,2007,Sports,74.0,6.1,6
763,Pokemon Battle Revolution,Wii,2006,Role-Playing,53.0,6.7,6
765,Dance Dance Revolution: Hottest Party 2,Wii,2008,Simulation,69.0,6.8,12
766,SoulCalibur IV,X360,2008,Fighting,85.0,7.9,16
768,Spyro 2: Season of Flame,GBA,2002,Platform,76.0,7.6,6
770,Devil May Cry 4,PS3,2008,Action,84.0,8.2,18
772,NCAA Football 2002,PS2,2001,Sports,90.0,8.7,6
775,Guitar Hero: On Tour Decades,DS,2008,Misc,72.0,8.0,12
777,Conflict: Desert Storm,PS2,2002,Shooter,55.0,8.6,16
778,Mario Party 7,GC,2005,Misc,64.0,7.9,6
779,Dragon Quest V: Hand of the Heavenly Bride,DS,2008,Role-Playing,84.0,8.5,12
780,Smuggler's Run,PS2,2000,Racing,79.0,6.8,16
781,Fight Night Round 3,PS2,2006,Fighting,84.0,8.1,16
783,Carnival Games: Mini Golf,Wii,2008,Sports,38.0,5.7,6
784,Pokemon Mystery Dungeon: Explorers of Sky,DS,2009,Role-Playing,54.0,9.0,6
785,MySims Kingdom,DS,2008,Simulation,58.0,,6
787,Stuntman,PS2,2002,Racing,71.0,5.7,16
788,Tom Clancy's Rainbow Six 3,XB,2003,Shooter,86.0,8.5,18
789,LEGO Harry Potter: Years 1-4,X360,2010,Action,79.0,8.0,12
790,Spider-Man 2: Enter: Electro,PS,2001,Action,74.0,8.7,6
791,Guitar Hero 5,Wii,2009,Misc,89.0,6.9,16
793,Mafia II,X360,2010,Action,74.0,7.8,18
794,BioShock 2,PS3,2010,Shooter,88.0,8.2,18
795,Dark Cloud,PS2,2000,Role-Playing,80.0,8.2,16
796,Warcraft III: The Frozen Throne,PC,2003,Strategy,88.0,9.0,16
797,Active Life: Outdoor Challenge,Wii,2008,Sports,69.0,8.1,6
798,Tom Clancy's Ghost Recon Advanced Warfighter,X360,2006,Shooter,90.0,8.0,16
799,MVP Baseball 2005,PS2,2005,Sports,87.0,8.6,6
804,Mario Golf: Toadstool Tour,GC,2003,Sports,81.0,8.0,6
806,Resident Evil: The Umbrella Chronicles,Wii,2007,Action,75.0,7.6,18
807,The Simpsons Skateboarding,PS2,2002,Sports,38.0,5.0,16
809,Fight Night Round 4,PS3,2009,Fighting,88.0,7.6,16
810,Super Monkey Ball 2,GC,2002,Puzzle,87.0,8.5,6
811,Pac-Man World 2,PS2,2002,Action,73.0,7.8,6
812,MySims Kingdom,Wii,2008,Simulation,76.0,8.1,6
814,The Simpsons Game,PS2,2007,Action,68.0,8.2,16
815,The Simpsons Game,DS,2007,Action,69.0,7.3,16
818,SoulCalibur II,GC,2003,Fighting,93.0,9.1,16
819,Call of Duty 3,PS3,2006,Shooter,80.0,6.9,16
820,Tokyo Xtreme Racer Zero,PS2,2000,Racing,76.0,8.9,6
821,Red Faction II,PS2,2002,Shooter,84.0,8.3,18
822,Madden NFL 2001,PS2,2000,Sports,91.0,7.7,6
823,Star Wars: The Force Unleashed II,PS3,2010,Action,63.0,6.8,16
824,Rock Band 2,PS3,2008,Misc,91.0,7.9,16
825,Final Fantasy: Crystal Chronicles,GC,2003,Role-Playing,80.0,8.1,16
826,Medal of Honor: Frontline,XB,2002,Shooter,81.0,6.9,16
827,Madden NFL 09,PS2,2008,Sports,67.0,7.0,6
828,Dead Rising 2,X360,2010,Action,79.0,6.9,18
829,Mafia II,PS3,2010,Action,75.0,7.7,18
831,Dirge of Cerberus: Final Fantasy VII,PS2,2006,Shooter,57.0,6.9,16
832,Sonic Rivals 2,PSP,2007,Racing,60.0,7.8,6
834,Drawn To Life: SpongeBob SquarePants Edition,DS,2008,Adventure,68.0,5.5,6
835,007: Quantum of Solace,X360,2008,Action,65.0,7.1,16
836,Major League Baseball 2K5,PS2,2005,Sports,82.0,7.4,6
837,Fight Night 2004,PS2,2004,Fighting,85.0,9.0,16
839,Tom Clancy's Splinter Cell: Pandora Tomorrow,XB,2004,Action,93.0,8.6,16
842,Fight Night Round 3,X360,2006,Fighting,86.0,8.8,16
843,Xenogears,PS,1998,Role-Playing,84.0,8.4,16
844,Super Scribblenauts,DS,2010,Puzzle,81.0,8.2,12
845,Midway Arcade Treasures,PS2,2003,Misc,76.0,,16
846,Super Monkey Ball,GC,2001,Puzzle,87.0,7.9,6
847,SoulCalibur IV,PS3,2008,Fighting,85.0,7.9,16
848,Mario Superstar Baseball,GC,2005,Sports,76.0,8.6,6
849,Wall-E,DS,2008,Platform,54.0,,6
850,Battlefield: Bad Company,X360,2008,Shooter,83.0,7.7,16
852,Onimusha 3: Demon Siege,PS2,2004,Action,85.0,8.6,18
853,Red Dead Revolver,PS2,2004,Shooter,73.0,7.8,18
854,Resident Evil: Outbreak,PS2,2003,Action,71.0,8.3,18
858,SingStar Pop,PS2,2007,Misc,73.0,7.5,12
860,My Word Coach,DS,2007,Misc,71.0,6.8,6
861,Tiger Woods PGA Tour 2005,PS2,2004,Sports,88.0,8.2,6
862,NCAA Football 2003,PS2,2002,Sports,91.0,8.6,6
863,Star Wars: The Force Unleashed II,X360,2010,Action,61.0,5.7,16
864,Frogger 2: Swampy's Revenge,PS,1999,Action,77.0,7.9,6
865,WWE SmackDown vs Raw 2008,X360,2007,Fighting,71.0,6.8,16
866,Kinect Joy Ride,X360,2010,Racing,52.0,5.0,6
867,Smarty Pants,Wii,2007,Misc,65.0,7.6,6
868,Classic NES Series: Super Mario Bros.,GBA,2004,Platform,84.0,8.6,6
870,Hasbro Family Game Night,Wii,2008,Puzzle,63.0,7.5,6
871,Sonic Rivals,PSP,2006,Racing,64.0,7.8,6
872,BioShock,PS3,2008,Shooter,94.0,8.7,18
874,Cabela's Big Game Hunter,PS2,2002,Sports,59.0,7.8,16
876,The Legend of Zelda: The Minish Cap,GBA,2004,Action,89.0,9.0,6
877,NFL Street,PS2,2004,Sports,80.0,8.9,6
879,Tiger Woods PGA Tour 09 All-Play,Wii,2008,Sports,81.0,8.7,6
881,Rayman Raving Rabbids,Wii,2006,Misc,76.0,7.9,6
882,Dragon Quest Monsters: Joker 2,DS,2010,Role-Playing,77.0,7.3,6
883,UFC Undisputed 2010,PS3,2010,Fighting,85.0,7.2,16
885,Sonic's Ultimate Genesis Collection,X360,2009,Misc,79.0,8.5,12
887,Twisted Metal: Black,PS2,2001,Racing,91.0,8.4,18
888,NASCAR 2005: Chase for the Cup,PS2,2004,Racing,87.0,8.4,6
889,Fight Night Round 4,X360,2009,Fighting,87.0,8.1,16
890,Spider-Man: The Movie,XB,2002,Action,79.0,7.5,6
891,LEGO Star Wars II: The Original Trilogy,PSP,2006,Action,83.0,8.6,12
892,Dead Space,X360,2008,Action,89.0,8.7,18
893,LEGO Indiana Jones 2: The Adventure Continues,Wii,2009,Action,72.0,6.1,12
894,Ridge Racer,PSP,2004,Racing,88.0,8.2,6
895,Sonic Advance 3,GBA,2004,Platform,79.0,8.4,6
896,Colin McRae Rally 3,PS2,2002,Racing,86.0,7.7,6
898,Madden NFL 2002,PS,2001,Sports,88.0,8.0,6
899,Dynasty Warriors 5,PS2,2005,Action,69.0,8.8,16
901,Far Cry 2,PS3,2008,Action,85.0,6.4,18
903,True Crime: Streets of LA,XB,2003,Action,77.0,7.8,18
908,Dave Mirra Freestyle BMX 2,PS2,2001,Sports,81.0,8.1,16
909,Bakugan: Battle Brawlers,DS,2009,Action,60.0,6.7,6
910,LEGO Indiana Jones: The Original Adventures,PS2,2008,Action,77.0,8.4,12
912,Final Fantasy XII: Revenant Wings,DS,2007,Role-Playing,81.0,6.1,12
913,Call of Duty: Black Ops,Wii,2010,Shooter,80.0,5.8,18
915,Star Wars Knights of the Old Republic II: The Sith Lords,XB,2004,Role-Playing,86.0,8.6,16
916,The Sims 2,PSP,2005,Simulation,65.0,6.9,16
917,Dead Rising 2,PS3,2010,Action,80.0,6.7,18
918,Ridge Racer 7,PS3,2006,Racing,78.0,7.1,6
919,Tom Clancy's Ghost Recon 2,XB,2004,Shooter,80.0,8.9,16
921,Crash Bandicoot 2: N-Tranced,GBA,2003,Platform,75.0,7.8,6
923,SingStar Abba,PS2,2008,Misc,64.0,,16
924,Dead to Rights,PS2,2002,Shooter,73.0,8.9,18
926,Hasbro Family Game Night 2,Wii,2009,Misc,63.0,6.3,6
927,Gardening Mama,DS,2009,Puzzle,60.0,9.3,6
928,Burnout Paradise,X360,2008,Racing,88.0,6.9,12
930,MotorStorm: Pacific Rift,PS3,2008,Racing,82.0,8.0,16
931,Samurai Warriors,PS2,2004,Action,73.0,8.7,16
934,FIFA Soccer 08,PSP,2007,Sports,79.0,7.4,6
935,FIFA Soccer 09,PSP,2008,Sports,84.0,8.9,6
936,FIFA Soccer 08,X360,2007,Sports,82.0,7.9,6
937,Test Drive,PS2,2002,Racing,73.0,7.4,16
938,Devil May Cry 4,X360,2008,Action,84.0,8.0,18
939,Tom Clancy's Rainbow Six: Vegas 2,PS3,2008,Shooter,81.0,7.9,18
940,Metroid: Other M,Wii,2010,Action,79.0,6.5,16
942,Chrono Trigger,DS,2008,Role-Playing,92.0,8.9,12
944,Doom 3,XB,2005,Shooter,88.0,7.4,18
946,F1 2010,PS3,2010,Racing,84.0,7.8,6
947,Monster Hunter Freedom,PSP,2005,Role-Playing,71.0,8.6,16
948,Donkey Kong Jungle Beat,GC,2004,Platform,80.0,8.3,12
949,Need for Speed Carbon,PS2,2006,Racing,74.0,8.4,12
950,Lost Planet: Extreme Condition,X360,2006,Shooter,79.0,7.1,16
951,Max Payne 2: The Fall of Max Payne,PS2,2003,Shooter,73.0,8.2,18
952,Battlefield: Bad Company,PS3,2008,Shooter,84.0,8.1,16
953,MVP Baseball 2004,PS2,2004,Sports,90.0,8.6,6
954,Alan Wake,X360,2010,Action,83.0,8.1,16
955,Metroid Prime 2: Echoes,GC,2004,Shooter,92.0,8.8,16
956,Corvette,PS2,2004,Racing,57.0,6.5,6
957,WWE SmackDown vs Raw 2008,PS3,2007,Fighting,74.0,7.3,16
959,Grand Theft Auto: Chinatown Wars,DS,2009,Action,93.0,8.3,18
960,UFC Undisputed 2010,X360,2010,Fighting,84.0,6.7,16
961,World of Warcraft: Wrath of the Lich King,PC,2008,Role-Playing,91.0,7.5,16
962,NFL 2K3,PS2,2002,Sports,93.0,7.4,6
964,Your Shape: Fitness Evolved,X360,2010,Sports,73.0,7.5,6
965,Need for Speed Underground Rivals,PSP,2005,Racing,74.0,8.5,6
967,LEGO Harry Potter: Years 1-4,PS3,2010,Action,79.0,8.0,12
968,Madagascar,PS2,2005,Platform,69.0,7.4,12
970,Turok: Evolution,PS2,2002,Shooter,61.0,7.3,18
971,[Prototype],X360,2009,Action,78.0,7.8,18
972,Burnout 3: Takedown,XB,2004,Racing,94.0,7.2,16
973,The Beatles: Rock Band,X360,2009,Misc,89.0,8.6,16
974,NBA Live 07,PS2,2006,Sports,63.0,6.0,6
977,SingStar '80s,PS2,2005,Misc,78.0,8.3,16
978,Tekken 6,X360,2009,Fighting,80.0,7.0,16
980,Pokemon Ranger: Guardian Signs,DS,2010,Role-Playing,68.0,8.2,6
981,LEGO Batman: The Videogame,PS3,2008,Action,75.0,7.7,12
983,Pirates of the Caribbean: The Curse of the Black Pearl,GBA,2003,Platform,49.0,6.2,6
984,Namco Museum DS,DS,2007,Misc,67.0,5.9,6
985,Deal or No Deal,Wii,2009,Misc,56.0,5.0,6
986,Transformers,PS2,2004,Shooter,75.0,8.6,16
989,Sonic Colors,DS,2010,Platform,79.0,7.9,6
991,EA Playground,Wii,2007,Sports,66.0,7.6,6
993,Champions of Norrath,PS2,2004,Role-Playing,85.0,8.4,16
994,Manhunt,PS2,2003,Action,76.0,8.3,18
995,Need for Speed Carbon,Wii,2006,Racing,67.0,7.3,12
996,Silent Hill 2,PS2,2001,Action,89.0,8.9,18
997,Castlevania: Symphony of the Night,PS,1997,Platform,93.0,9.4,16
998,Guitar Hero: Aerosmith,Wii,2008,Misc,73.0,7.2,16
1000,The Sims 2: Nightlife,PC,2005,Simulation,76.0,6.6,16
1004,LEGO Batman: The Videogame,PS2,2008,Action,77.0,8.9,12
1005,NBA 2K9,X360,2008,Sports,84.0,7.2,6
1006,Tony Hawk's Underground,XB,2003,Sports,85.0,9.1,16
1008,Mystery Case Files: MillionHeir,DS,2008,Adventure,65.0,,6
1009,.hack//Infection Part 1,PS2,2002,Role-Playing,75.0,8.5,16
1010,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,30.0,2.0,6
1011,Valkyria Chronicles,PS3,2008,Role-Playing,86.0,8.6,16
1013,Sonic Adventure DX: Director's Cut,GC,2003,Platform,57.0,7.9,6
1014,Battle Arena Toshinden,PS,1994,Fighting,69.0,6.3,16
1018,EA Sports Active 2,Wii,2010,Sports,79.0,8.1,6
1019,Rockstar Games presents Table Tennis,Wii,2007,Sports,68.0,5.8,6
1020,Football Manager 2011,PC,2010,Sports,85.0,8.4,6
1021,Tamagotchi Connection: Corner Shop,DS,2005,Simulation,59.0,7.7,6
1022,Tomb Raider: Underworld,PS3,2008,Action,75.0,7.2,16
1023,LEGO Battles,DS,2009,Strategy,65.0,8.9,6
1024,NBA Live 2001,PS,2000,Sports,86.0,8.0,6
1026,Star Wars: The Force Unleashed,PS2,2008,Action,68.0,7.4,16
1027,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,63.0,6.9,18
1028,Need for Speed: Most Wanted,X360,2005,Racing,83.0,8.5,16
1029,Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,64.0,8.3,6
1030,Black,PS2,2006,Shooter,79.0,8.4,18
1031,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,86.0,7.6,18
1034,RollerCoaster Tycoon 2,PC,2002,Strategy,74.0,8.5,6
1035,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,52.0,6.2,16
1036,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,87.0,8.6,16
1037,Ratchet: Deadlocked,PS2,2005,Shooter,81.0,8.9,16
1038,Winter Sports: The Ultimate Challenge,Wii,2007,Sports,52.0,6.8,6
1039,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,87.0,8.3,16
1040,Oddworld: Abe's Oddysee,PS,1997,Platform,85.0,9.0,16
1041,Ridge Racer V,PS2,2000,Action,78.0,7.7,6
1042,WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,78.0,6.9,16
1043,Star Wars Episode III: Revenge of the Sith,XB,2005,Action,61.0,8.1,16
1044,[Prototype],PS3,2009,Action,79.0,7.7,18
1046,Frogger: The Great Quest,PS2,2001,Platform,32.0,4.6,6
1048,Ninja Gaiden,XB,2004,Action,91.0,8.8,18
1049,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,70.0,8.1,6
1050,Driv3r,PS2,2004,Racing,57.0,5.5,18
1051,Assassin's Creed: Bloodlines,PSP,2009,Action,63.0,7.2,18
1054,Donkey Kong Country 2,GBA,2004,Platform,80.0,9.1,6
1055,Guitar Hero: Aerosmith,X360,2008,Misc,70.0,6.7,16
1056,Need for Speed Carbon,PS3,2006,Racing,75.0,7.3,12
1057,Ben 10: Protector of Earth,Wii,2007,Action,63.0,7.7,12
1058,2010 FIFA World Cup South Africa,PS3,2010,Sports,82.0,7.8,6
1060,Diddy Kong Racing DS,DS,2007,Racing,63.0,7.5,6
1061,Mario Power Tennis,GC,2004,Sports,80.0,8.5,6
1062,Golden Sun: The Lost Age,GBA,2002,Role-Playing,86.0,9.5,6
1063,Max Payne,XB,2001,Shooter,89.0,8.3,18
1064,NBA 2K2,PS2,2002,Sports,89.0,7.8,6
1065,Cars,PS2,2006,Racing,71.0,8.4,6
1066,Fuzion Frenzy,XB,2001,Misc,70.0,6.9,6
1067,Call of Duty: Finest Hour,XB,2004,Shooter,73.0,7.8,16
1068,Final Fantasy IV,DS,2007,Simulation,85.0,7.7,12
1069,Star Wars: Battlefront II,PSP,2005,Shooter,69.0,8.5,16
1071,Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,86.0,8.6,6
1073,Dino Crisis 2,PS,2000,Action,86.0,9.0,18
1074,Need for Speed Underground,GC,2003,Racing,83.0,9.0,6
1075,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,76.0,8.3,16
1076,Medal of Honor: Airborne,PS3,2007,Shooter,75.0,7.6,16
1078,Bayonetta,PS3,2009,Action,87.0,7.7,18
1079,Boom Blox,Wii,2008,Puzzle,85.0,8.6,6
1080,The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,59.0,5.1,16
1081,The Sims 2: Castaway,Wii,2007,Simulation,73.0,8.2,16
1082,ATV Offroad Fury 3,PS2,2004,Racing,78.0,8.4,6
1084,Pikmin 2,GC,2004,Strategy,90.0,9.1,6
1085,Enter the Matrix,XB,2003,Action,65.0,7.1,16
